iter	RMSE
461	0.1154277667
462	0.1153304945
463	0.1152166844
464	0.1151157041
465	0.1150282726
466	0.1149285145
467	0.1148588012
468	0.1147933223
469	0.114703808
470	0.1146063186
471	0.1145084984
472	0.1144137276
473	0.1143440887
474	0.1142737049
475	0.114188988
476	0.1141198604
477	0.1140405572
478	0.1139470067
479	0.1138464711
480	0.1137664727
481	0.1136888983
482	0.113588933
483	0.1135051232
484	0.1134248309
485	0.113330205
486	0.1132614596
487	0.1132007084
488	0.1131347608
489	0.1130378071
490	0.1129506878
491	0.1128504133
492	0.1127718571
493	0.112686253
494	0.1126112235
495	0.1125438143
496	0.1124701321
497	0.1123810052
498	0.1122885515
499	0.1121942916
500	0.1121162537
501	0.1120396795
502	0.1119802242
503	0.1119040066
504	0.111798952
505	0.1117459862
506	0.1116757565
507	0.111608002
508	0.1115142834
509	0.111442641
510	0.1113778142
511	0.1112965124
512	0.1112067929
513	0.1111119024
514	0.1110672544
515	0.1110123664
516	0.1109696665
517	0.1108965221
518	0.1108084535
519	0.1107108585
520	0.1106442947
521	0.110554394
522	0.1104855804
523	0.1104185978
524	0.1103525761
525	0.1102932241
526	0.1101954993
527	0.1101644323
528	0.1101205367
529	0.1100760986
530	0.1100015504
531	0.1099381711
532	0.1098681854
533	0.1097968584
534	0.1097011438
535	0.1096339246
536	0.1095698994
537	0.1095099134
538	0.1094420153
539	0.1093776233
540	0.1093307556
541	0.1092736263
542	0.1091853945
543	0.1091248704
544	0.1090788411
545	0.1089894471
546	0.1089029446
547	0.1088581804
548	0.1087938572
549	0.1087109048
550	0.1086366001
551	0.1085864705
552	0.108528297
553	0.1084480081
554	0.1083640074
555	0.1082755588
556	0.108218725
557	0.1081441086
558	0.1080546995
559	0.1079935708
560	0.1079129658
561	0.1078308148
562	0.1077399556
563	0.1076983471
564	0.1076469081
565	0.1075835968
566	0.1075083145
567	0.107428442
568	0.1073766065
569	0.1073244221
570	0.107258748
571	0.1071919695
572	0.1071317208
573	0.1070604307
574	0.1069770772
575	0.1068994751
576	0.1068279351
577	0.1067770525
578	0.106723305
579	0.1066850875
580	0.1066207577
581	0.1065690259
582	0.1065172539
583	0.1064611719
584	0.1064149551
585	0.1063634082
586	0.1063198045
587	0.106268641
588	0.1061912639
589	0.1061158984
590	0.1060646182
591	0.106024557
592	0.105970706
593	0.1059115156
594	0.1058487545
595	0.1057987449
596	0.105722142
597	0.1056491873
598	0.1055892886
599	0.1055421885
600	0.1054866774
601	0.105415095
602	0.1053422598
603	0.1052774919
604	0.1052285443
605	0.1051985625
606	0.105133409
607	0.1050687986
608	0.1050099163
609	0.1049871679
610	0.104919747
611	0.1048444723
612	0.104812921
613	0.1047388991
614	0.1046819981
615	0.1046114776
616	0.1045299375
617	0.1044822512
618	0.104419099
619	0.1043648095
620	0.1042981662
621	0.1042382143
622	0.1041936357
623	0.104159007
624	0.1040794467
625	0.1040254909
626	0.1039822228
627	0.1039433509
628	0.1038915836
629	0.1038365643
630	0.1037789097
631	0.1037268019
632	0.1036927534
633	0.10363022
634	0.1035811745
635	0.103527501
636	0.1034810656
637	0.1034238474
638	0.1033797619
639	0.1033421598
640	0.1033059866
641	0.1032544724
642	0.1031846685
643	0.1031278601
644	0.103112326
645	0.1030580869
646	0.1029835834
647	0.1029270241
648	0.1028763285
649	0.1028311708
650	0.1027501467
651	0.1027097218
652	0.1026515924
653	0.1025870543
654	0.1025490533
655	0.1024965671
656	0.1024489133
657	0.1023666414
658	0.1023125219
659	0.1022598105
660	0.1021985232
661	0.1021438397
662	0.1020891844
663	0.1020301878
664	0.1020126647
665	0.1019760617
666	0.1019595834
667	0.1019109965
668	0.1018444482
669	0.1017697301
670	0.1017304651
671	0.1016774812
672	0.1016325332
673	0.1015811216
674	0.1015329466
675	0.1014721703
676	0.1014272285
677	0.101383512
678	0.101347704
679	0.1012825125
680	0.1012232176
681	0.1011795202
682	0.1011266758
683	0.1010685592
684	0.1010218297
685	0.1009583144
686	0.1009158551
687	0.1009060926
688	0.1008788582
689	0.1008234636
690	0.1007751577
691	0.1007655053
692	0.1007224925
693	0.1006708958
694	0.1006328613
695	0.100597787
696	0.1005602503
697	0.1005114665
698	0.1004493228
699	0.1004080598
700	0.1003689883
701	0.1003299705
702	0.1002858967
703	0.1002368036
704	0.1002101054
705	0.1001594045
706	0.100110901
707	0.1000671681
708	0.1000380138
709	0.09999799828
710	0.09994108045
711	0.09988519613
712	0.09982124521
713	0.09978239851
714	0.09975494837
715	0.09973406177
716	0.09967801383
717	0.09962136325
718	0.09959016684
719	0.09957009329
720	0.0995344033
721	0.09948151373
722	0.09940375681
723	0.09937093234
724	0.09933221104
725	0.09928604911
726	0.09924571508
727	0.09918874542
728	0.09914518039
729	0.09908161539
730	0.09904230085
731	0.09899611348
732	0.09894294979
733	0.09890753703
734	0.0988593011
735	0.09882811115
736	0.09878179333
737	0.09876037002
738	0.09869922308
739	0.098679843
740	0.09864155016
741	0.09861056671
742	0.0985640965
743	0.0985193175
744	0.09848163553
745	0.09844867142
746	0.09844017008
747	0.09840672081
748	0.09837913749
749	0.09831565716
750	0.09826200955
751	0.09821947278
752	0.0981927658
753	0.09815480004
754	0.09810704786
755	0.09807432604
756	0.09802412613
757	0.09798609792
758	0.09795181037
759	0.09789945452
760	0.09784496723
761	0.09779636803
762	0.09774767206
763	0.09773766313
764	0.09767376116
765	0.097636793
766	0.09758085985
767	0.09753102195
768	0.09747437552
769	0.09744975389
770	0.09739761514
771	0.09738334304
772	0.09734745093
773	0.09730703997
774	0.09726839888
775	0.09723172431
776	0.09719883584
777	0.097161042
778	0.09714364026
779	0.09709289066
780	0.09706193011
781	0.09702507468
782	0.09698228132
783	0.09696744189
784	0.09693755569
785	0.09689771311
786	0.09685085077
787	0.09681185122
788	0.09677390628
789	0.09675918921
790	0.09671407998
791	0.09670046907
792	0.09664841588
793	0.0966169499
794	0.09657598142
795	0.09652698625
796	0.09647542766
797	0.09645354168
798	0.09640601439
799	0.09636282112
800	0.09628989774
801	0.09623720554
802	0.09619281431
803	0.09615691265
804	0.09610667268
805	0.09608198935
806	0.09605673878
807	0.09604035899
808	0.0960012803
809	0.09598919571
810	0.09597258555
811	0.09593475967
812	0.09586874959
813	0.09583076476
814	0.09580708936
815	0.09575956848
816	0.09574471831
817	0.09572881709
818	0.09568730537
819	0.09567282492
820	0.09566434963
821	0.09560741407
822	0.09558825607
823	0.09557257054
824	0.09554680113
825	0.09553780594
826	0.09548599159
827	0.09544114447
828	0.09539740444
829	0.09534582174
830	0.09530102883
831	0.09528746661
832	0.09524183981
833	0.09520267151
834	0.09518975733
835	0.09515244279
836	0.09513373947
837	0.09509944594
838	0.09505079875
839	0.09501039713
840	0.09497119479
841	0.0949334002
842	0.09492397588
843	0.09487953525
844	0.09487174406
845	0.094815936
846	0.0947992752
847	0.09478501266
848	0.09477036541
849	0.09475640562
850	0.09474509433
851	0.09469877047
852	0.09465764219
853	0.0946100605
854	0.0945538694
855	0.09453425521
856	0.09448549495
857	0.09443268413
858	0.09439111556
859	0.09436766585
860	0.09430067659
861	0.09425960287
862	0.09424402474
863	0.09419987814
864	0.09414610612
865	0.09411110726
866	0.09407317763
867	0.09403890451
868	0.09402430079
869	0.09396345931
870	0.09392888966
871	0.09390884842
872	0.0938538726
873	0.09382368711
874	0.09381411511
875	0.09377093768
876	0.09375533133
877	0.09370108029
878	0.09366308933
879	0.09365092231
880	0.09362637164
881	0.09358156903
882	0.09354673866
883	0.0935160608
884	0.09347263319
885	0.09345369845
886	0.09340800158
887	0.09339523269
888	0.09333580439
889	0.09329302514
890	0.09328190692
891	0.09326766952
892	0.09324232216
893	0.0931849298
894	0.09313287643
895	0.09312165813
896	0.09309228793
897	0.09305704079
898	0.09301438804
899	0.09300023108
900	0.09298866672
901	0.09295916985
902	0.09294718021
903	0.09293628083
904	0.09288877528
905	0.09285685537
906	0.09279470554
907	0.0927847159
908	0.09277659044
909	0.09276388727
910	0.09274366497
911	0.09270495461
912	0.09265659563
913	0.09261475072
914	0.09256630953
915	0.09252539106
916	0.09251105858
917	0.09247629144
918	0.09242630944
919	0.09237861208
920	0.09237052132
921	0.09235902278
922	0.09232138269
923	0.09230971103
924	0.09228441203
925	0.09225716996
926	0.09224560987
927	0.0922198176
928	0.09220069096
929	0.09216015076
930	0.09214373332
931	0.09213106965
932	0.09208034407
933	0.09204173826
934	0.09203480058
935	0.09202664473
936	0.09198760432
937	0.09194276682
938	0.09190366155
939	0.09189389845
940	0.09185909297
941	0.09184906687
942	0.09181394539
943	0.09180231641
944	0.09176427963
945	0.09173182482
946	0.09168047668
947	0.09167316105
948	0.0916630007
949	0.0916358288
950	0.09162437187
951	0.0915770164
952	0.09152763445
953	0.09151679727
954	0.09150967802
955	0.09145409844
956	0.09141806327
957	0.09140841864
958	0.09140092524
959	0.0913327443
960	0.09128242588
961	0.09127288316
962	0.09123085796
963	0.09118743684
964	0.09117794014
965	0.09113416116
966	0.09112424231
967	0.09107122938
968	0.09106348357
969	0.09102129081
970	0.09097270728
971	0.09093831387
972	0.09089720686
973	0.09088957753
974	0.09087966371
975	0.09083616445
976	0.09082693794
977	0.09078211352
978	0.09077238512
979	0.09072451694
980	0.09071169475
981	0.09066437869
982	0.09062660986
983	0.09058730933
984	0.09053432253
985	0.0904924277
986	0.09047628048
987	0.0904460582
988	0.09041400303
989	0.09038445295
990	0.09037544399
991	0.09033079756
992	0.09029698842
993	0.09026673047
994	0.09025778124
995	0.09024889234
996	0.09020857631
997	0.09017731965
998	0.09016907683
999	0.09016030198
1000	0.09012405585
1001	0.09009254124
1002	0.09005886752
1003	0.09002073469
1004	0.09001197528
1005	0.08998872034
1006	0.08998006389
1007	0.08993655435
1008	0.08989105834
1009	0.08984217824
1010	0.08983543627
1011	0.08982615291
1012	0.08978765905
1013	0.08975081855
1014	0.08970856075
1015	0.08966861416
1016	0.08963020434
1017	0.08958249189
1018	0.08955628275
1019	0.08953897205
1020	0.08950759935
1021	0.08949909773
1022	0.0894901142
1023	0.08945279789
1024	0.08941295181
1025	0.08938759197
1026	0.08938054689
1027	0.08934295022
1028	0.08931195777
1029	0.08927356783
1030	0.08926518191
1031	0.08925086733
1032	0.08924390125
1033	0.08921045162
1034	0.08917189066
1035	0.08914179025
1036	0.08913352017
1037	0.0891187513
1038	0.08910949722
1039	0.08910189991
1040	0.08905931113
1041	0.0890501539
1042	0.0890059502
1043	0.08899787509
1044	0.08898985433
1045	0.08898188751
1046	0.08896542149
1047	0.08894032675
1048	0.08893242723
1049	0.08889121937
1050	0.08888337218
1051	0.08883062855
1052	0.08879678678
1053	0.08875921462
1054	0.08873070969
1055	0.08870525754
1056	0.08867109461
1057	0.08863281107
1058	0.08860003282
1059	0.08856675199
1060	0.08853502028
1061	0.08849726181
1062	0.0884660666
1063	0.08843214086
1064	0.08839987917
1065	0.08836864979
1066	0.08836158887
1067	0.0883238662
1068	0.08829486774
1069	0.08826627558
1070	0.08825852025
1071	0.08822322591
1072	0.08819254283
1073	0.088184855
1074	0.08815456588
1075	0.08814732418
1076	0.08813972079
1077	0.08813216868
1078	0.08808880372
1079	0.08804177758
1080	0.08802930504
1081	0.08802181917
1082	0.08797958115
1083	0.08797250432
1084	0.08794637338
1085	0.08791466953
1086	0.08790727159
1087	0.0879002806
1088	0.08786871204
1089	0.08786250262
1090	0.0878259939
1091	0.08780052782
1092	0.0877621996
1093	0.08772896724
1094	0.08768325832
1095	0.08764535808
1096	0.08761925414
1097	0.08759740971
1098	0.08755442026
1099	0.08752385158
1100	0.08748421489
1101	0.08745913701
1102	0.0874518867
1103	0.08740324623
1104	0.08739665881
1105	0.08736708567
1106	0.08734882655
1107	0.087341199
1108	0.08733407226
1109	0.08730366578
1110	0.08727720819
1111	0.08724793424
1112	0.08720330277
1113	0.08719622464
1114	0.08716995744
1115	0.08716292441
1116	0.08715477508
1117	0.08713283718
1118	0.08710648066
1119	0.08707588922
1120	0.08706287848
1121	0.08703772526
1122	0.08701217419
1123	0.08697379061
1124	0.08696742284
1125	0.08694101211
1126	0.086926404
1127	0.08691982891
1128	0.08689393987
1129	0.08688698815
1130	0.08688008028
1131	0.08683098467
1132	0.08682323502
1133	0.08678536518
1134	0.08677861773
1135	0.08677096187
1136	0.086750986
1137	0.08671634809
1138	0.08670969725
1139	0.08667362719
1140	0.08663680441
1141	0.08659930542
1142	0.0865552376
1143	0.08654862163
1144	0.08651916717
1145	0.08651259411
1146	0.08647505843
1147	0.08645032614
1148	0.08644427305
1149	0.08643789242
1150	0.08643048892
1151	0.08642406147
1152	0.08637917751
1153	0.08635168336
1154	0.08632965623
1155	0.08630087803
1156	0.08626152023
1157	0.08625518569
1158	0.08622073124
1159	0.08621445076
1160	0.0861921769
1161	0.08617644859
1162	0.08617021669
1163	0.08613846895
1164	0.08609381303
1165	0.08604882083
1166	0.08602017936
1167	0.08601397227
1168	0.0859817574
1169	0.08594850816
1170	0.08591547926
1171	0.08588638309
1172	0.08586900028
1173	0.08583081087
1174	0.08582465067
1175	0.08581853202
1176	0.08578925648
1177	0.08574747674
1178	0.08571384001
1179	0.08567255094
1180	0.08565558161
1181	0.08562975543
1182	0.08562370243
1183	0.08558156223
1184	0.08557599832
1185	0.08555128099
1186	0.08554531791
1187	0.08553840973
1188	0.08549841099
1189	0.08547479516
1190	0.08546889481
1191	0.08543811139
1192	0.08540805489
1193	0.08540203408
1194	0.08537303983
1195	0.08536719727
1196	0.08534640246
1197	0.0853406066
1198	0.08531068147
1199	0.08528249658
1200	0.08523749671
1201	0.08519537224
1202	0.08516547135
1203	0.08513912179
1204	0.08513337258
1205	0.08510807566
1206	0.08510236218
1207	0.08509668704
1208	0.08509146173
1209	0.0850603258
1210	0.08502369448
1211	0.08501833806
1212	0.08500575002
1213	0.08500016777
1214	0.08496834685
1215	0.08496279135
1216	0.08494907619
1217	0.08494355397
1218	0.08490670565
1219	0.08488735267
1220	0.08486904638
1221	0.08484013493
1222	0.08482132491
1223	0.08481585925
1224	0.0848104302
1225	0.08478807344
1226	0.08475360346
1227	0.08472053771
1228	0.0846764537
1229	0.08463927706
1230	0.08461678681
1231	0.08458796571
1232	0.08456830723
1233	0.08456273325
1234	0.08453000483
1235	0.08452488846
1236	0.08450357891
1237	0.08449829056
1238	0.08449303758
1239	0.08446587388
1240	0.08446065166
1241	0.08442418423
1242	0.08439783495
1243	0.08436302192
1244	0.08434054324
1245	0.08431049672
1246	0.08428396931
1247	0.08426522734
1248	0.08426004005
1249	0.08425488743
1250	0.08424977631
1251	0.08422467273
1252	0.08421957595
1253	0.08421452142
1254	0.08420950061
1255	0.08418140723
1256	0.08415863811
1257	0.08415363225
1258	0.08414865978
1259	0.08411605506
1260	0.08409112247
1261	0.08405919298
1262	0.08405425463
1263	0.08402417696
1264	0.08399980491
1265	0.08397931789
1266	0.08393622572
1267	0.08390899546
1268	0.08387944734
1269	0.0838362975
1270	0.08381745396
1271	0.08377919706
1272	0.0837461197
1273	0.0837188207
1274	0.0836876792
1275	0.08366652424
1276	0.0836616627
1277	0.08365683348
1278	0.08361649167
1279	0.08361169245
1280	0.08358885869
1281	0.083552995
1282	0.08354823137
1283	0.08354349939
1284	0.08351235594
1285	0.08348217571
1286	0.08345156069
1287	0.08342718709
1288	0.08342285851
1289	0.08339346166
1290	0.08338879451
1291	0.08334638664
1292	0.08331601513
1293	0.08329085988
1294	0.08325150224
1295	0.08321917491
1296	0.08319168322
1297	0.08318708584
1298	0.08318249094
1299	0.08317829818
1300	0.08317376275
1301	0.08315667161
1302	0.08315218084
1303	0.08314772088
1304	0.08311777615
1305	0.08307695346
1306	0.08305398179
1307	0.08304991479
1308	0.08304549573
1309	0.08300601837
1310	0.08297342192
1311	0.08294930411
1312	0.08292104616
1313	0.08291668273
1314	0.0828878951
1315	0.08286091392
1316	0.08283969298
1317	0.08280034517
1318	0.08275966973
1319	0.08275532353
1320	0.08273195817
1321	0.08271328887
1322	0.08270898221
1323	0.08268517249
1324	0.08265499158
1325	0.08263315243
1326	0.08260281904
1327	0.08258670422
1328	0.08258244376
1329	0.08255910361
1330	0.08252994408
1331	0.08249023529
1332	0.08245075498
1333	0.0824271148
1334	0.08239778337
1335	0.08237608874
1336	0.0823510136
1337	0.08233931426
1338	0.08230659108
1339	0.08228769033
1340	0.08225811238
1341	0.08223394913
1342	0.08220801574
1343	0.08219032019
1344	0.08216890295
1345	0.0821364194
1346	0.08210233719
1347	0.08206482896
1348	0.08203145957
1349	0.08200573888
1350	0.0819735941
1351	0.08193715592
1352	0.08191728536
1353	0.08188889383
1354	0.08185606375
1355	0.08183706173
1356	0.08179782572
1357	0.08176752622
1358	0.08176331971
1359	0.08173575818
1360	0.08170773925
1361	0.08168989626
1362	0.08166234765
1363	0.08165818193
1364	0.08163284719
1365	0.0816109275
